include,fy,agency,administration,suboffice,program,summary,program_appr,mitigation,power,transportation_sector,industry,agriculture_sector,buildings,forestry,efficiency,clean_electricity,electrification,fuels,carbon_management,non_co2,land_sink,other,rd,piloting,deployment,fy21_omni,ira,iija,fy22_omni,fy23_omni,approps,one_time,tax_credit
Y,2023,DOE,Loan Programs Office,Tribal Energy Loan Guarantee Program,Tribal Energy Loan Guarantee Program - Credit Subsidy,"Provides direct loans or partial loan guarantees to federally recognized tribes, including Alaska Native village or regional or village corporations; or a Tribal Energy Development Organization that is wholly or substantially owned by a federally recognized Indian tribe or Alaska Native Corporation. In addition to the access to existing partial loan guarantees, the IRA provided permanent access to eligible borrowers to direct loans through the U.S. Treasury’s Federal Financing Bank (FFB).",15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2023,DOE,State and Community Energy Programs,Uncategorized IIJA Programs,"Building, Training, and Assessment Centers",Provides grants to institutions of higher education to establish building training and assessment centers to educate and train building technicians and engineers on implementing modern building technologies.,2000,2000,0,0,0,0,2000,0,2000,0,0,0,0,0,0,0,2000,0,0,0,0,2000,0,0,0,2000,0
Y,2023,DOE,State and Community Energy Programs,Uncategorized IIJA Programs,Career Skills Training,Provides grants to pay the Federal share of career skills training programs under which students concurrently receive classroom instruction and on-the- job training for the purpose of obtaining an industry-related certification to install energy efficient building technologies.,2000,2000,0,0,0,0,2000,0,2000,0,0,0,0,0,0,0,2000,0,0,0,0,2000,0,0,0,2000,0
Y,2023,DOE,State and Community Energy Programs,Uncategorized IIJA Programs,Energy Auditor Training Program,"Provides grants to eligible States to train individuals to conduct energy audits or surveys of commercial and residential buildings to build the clean energy workforce, save customers money on their energy bills, and reduce pollution from building energy use.",8000,8000,0,0,0,0,8000,0,8000,0,0,0,0,0,0,0,8000,0,0,0,0,8000,0,0,0,8000,0
Y,2023,DOE,State and Community Energy Programs,Uncategorized IIJA Programs,Energy Efficiency & Renewable Energy Improvements at Public Schools,"Provides competitive grants to make energy efficiency, renewable energy, and alternative fueled vehicle upgrades and improvements at public schools.",100000,100000,0,50000,0,0,50000,0,33333,33333,0,33333,0,0,0,0,0,0,100000,0,0,100000,0,0,0,100000,0
Y,2023,DOE,State and Community Energy Programs,Uncategorized IIJA Programs,Energy Efficiency and Conservation Block Grant Program,"Assists States, local governments, and Tribes in implementing strategies to reduce energy use, reduce fossil fuel emissions, and improve energy efficiency.",110000,110000,0,55000,0,0,55000,0,22000,22000,22000,22000,0,22000,0,0,0,0,110000,0,0,110000,0,0,0,110000,0
Y,2023,DOE,State and Community Energy Programs,Uncategorized IIJA Programs,Energy Efficiency Materials Pilot Program Grants,Provides grants to supply nonprofit buildings with energy-efficiency materials.,10000,10000,0,0,0,0,10000,0,10000,0,0,0,0,0,0,0,0,0,10000,0,0,10000,0,0,0,10000,0
Y,2023,DOE,State and Community Energy Programs,Uncategorized IIJA Programs,Energy Efficiency Revolving Loan Fund Capitalization Grants,"Provides capitalization grants to States to establish a revolving loan fund under which the State shall provide loans and grants for energy efficiency audits, upgrades, and retrofits to increase energy efficiency and improve the comfort of buildings.",50000,50000,0,0,0,0,50000,0,50000,0,0,0,0,0,0,0,50000,0,0,0,0,50000,0,0,0,50000,0
Y,2023,DOE,Loan Programs Office,Title 17 Innovative Technology Loan Guarantee Program,Title 17 Innovative technology Loan Guarantee Program,"Acelerates the deployment of innovative projects to help launch new clean energy markets, reduce greenhouse gas emissions, and drive American economic growth by providing flexible, custom financing and access to debt capital that helps to meet the specific needs of individual borrowers.",66206,66206,66206,0,0,0,0,0,22069,22069,22069,0,0,0,0,0,0,0,66206,0,0,0,0,66206,66206,0,0
Y,2023,DOE,Fossil Energy and Carbon Management,Carbon Management Technologies,Point Source Carbon Capture,Focuses on R&D of carbon capture technologies that play a key role in decarbonizing committed emissions associated with hard-to-decarbonize industries and the power sector.,135000,135000,67500,0,67500,0,0,0,0,0,0,0,135000,0,0,0,135000,0,0,0,0,0,0,135000,135000,0,0
Y,2023,DOE,Fossil Energy and Carbon Management,Carbon Management Technologies,Carbon Transport and Storage,Focuses on the development of infrastructure and carbon management technologies for the safe and secure transport and geologic storage of CO2 captured from point sources and the air.,110000,110000,55000,0,55000,0,0,0,0,0,0,0,110000,0,0,0,36667,36667,36667,0,0,0,0,110000,110000,0,0
Y,2023,DOE,Fossil Energy and Carbon Management,Carbon Management Technologies,Carbon Dioxide Removal,"Funds research in direct air capture, bioenergy with carbon capture and storage, and mineralization, terrestrial carbon removal and sequestration and coastal blue carbon.",70000,70000,0,0,0,35000,0,35000,0,0,0,0,35000,0,35000,0,23333,23333,23333,0,0,0,0,70000,70000,0,0
Y,2023,DOE,Fossil Energy and Carbon Management,Resource Sustainability,Mineral Sustainability,"Supports domestic supply chain networks required for the economically, environmentally, and geopolitically sustainable production of critical minerals (CM).",54000,44000,11000,11000,11000,0,11000,0,0,0,0,0,0,0,0,44000,14667,14667,14667,0,0,0,0,44000,44000,0,0
Y,2023,DOE,Fossil Energy and Carbon Management,Carbon Management Technologies,Hydrogen with Carbon Management,"Invests in research to evaluate carbon-neutral hydrogen (i.e., coupled to carbon capture and storage, or CCS) as a fuel and supports development of technologies to use carbonneutral hydrogen from any source.",95000,95000,31664,31664,31664,0,0,0,0,0,0,95000,0,0,0,0,95000,0,0,0,0,0,0,95000,95000,0,0
Y,2023,DOE,Fossil Energy and Carbon Management,Carbon Management Technologies,Carbon Dioxide Conversion,"Develops technologies to convert carbon oxides (carbon monoxide, or CO, and carbon dioxide, or CO2) into economically valuable products manufactured in a commercially viable and environmentally and socially beneficial manner.",50000,50000,25000,0,25000,0,0,0,0,0,0,0,50000,0,0,0,16667,16667,16667,0,0,0,0,50000,50000,0,0
Y,2023,DOE,Fossil Energy and Carbon Management,Resource Sustainability,Methane Mitigation Technologies,"Develops technologies to reduce emissions from fossil fuel production, transmission, distribution, processing, and storage infrastructure.",60000,60000,0,0,60000,0,0,0,0,0,0,0,0,60000,0,0,60000,0,0,0,0,0,0,60000,60000,0,0
Y,2023,DOE,Fossil Energy and Carbon Management,Resource Sustainability,Natural Gas Decarbonization and Hydrogen,"Focuses on advancing technologies for the “carbon-neutral” production, transportation, and storage of hydrogen sourced from natural gas.",26000,26000,13000,0,13000,0,0,0,0,0,0,26000,0,0,0,0,26000,0,0,0,0,0,0,26000,26000,0,0
Y,2023,DOE,Fossil Energy and Carbon Management,University Training and Research,University Training and Research,Focuses on developing the next generation of scientists and engineers to strengthen the energy and environmental science and engineering workforce with a focus on innovative investigations.,13000,13000,6500,0,6500,0,0,0,0,0,0,0,13000,0,0,0,13000,0,0,0,0,0,0,13000,13000,0,0
Y,2023,DOE,Grid Deployment Office,Annual Appropriations,Annual Appropriations,"Works to provide electricity to everyone, everywhere by maintaining and investing in critical generation facilities to ensure resource adequacy and improving and expanding transmission and distribution systems to make sure all communities have access to reliable, affordable electricity",59500,59500,59500,0,0,0,0,0,0,59500,0,0,0,0,0,0,0,0,59500,0,0,0,0,59500,59500,0,0
Y,2023,DOE,Nuclear Energy,Directed R&D and University Programs,"NEUP, SBIR/STTR, and TCF","Includes competitively awarded opportunities for small businesses, national laboratories, and universities that supports a scope relevant to NE’s R&D mission.",106276,106276,106276,0,0,0,0,0,0,106276,0,0,0,0,0,0,53138,53138,0,0,0,0,0,106276,106276,0,0
Y,2023,DOE,Nuclear Energy,Directed R&D and University Programs,University Fuel Services,Provides fuel services for U.S. university research reactors.,17500,17500,17500,0,0,0,0,0,0,17500,0,0,0,0,0,0,17500,0,0,0,0,0,0,17500,17500,0,0
Y,2023,DOE,Nuclear Energy,Directed R&D and University Programs,University Nuclear Leadership Program,Provides undergraduate scholarships and graduate fellowships to sustain a world-class nuclear energy and workforce capability.,6500,6500,6500,0,0,0,0,0,0,6500,0,0,0,0,0,0,6500,0,0,0,0,0,0,6500,6500,0,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Sustainable Transportation,Vehicle Technologies,"Plays leading role in decarbonizing the transportation sector and address the climate crisis by driving innovation and deploying clean transportation technologies, all while maintaining transportation service quality and safety.",455000,455000,0,455000,0,0,0,0,0,0,455000,0,0,0,0,0,151652,151652,151652,0,0,0,0,455000,455000,0,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Renewable Energy,Wind Energy Technologies,"Executes comprehensive RDD&D plan to accelerate offshore wind and land-based wind energy innovation, cost reduction, and deployment, including on federal lands and at federal facilities.",157000,157000,157000,0,0,0,0,0,0,157000,0,0,0,0,0,0,52329,52329,52329,0,0,25000,0,132000,132000,25000,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Energy Efficiency,Advanced Materials and Manufacturing Technologies,Supports innovation for advanced materials and manufacturing technologies that drive competitive domestic manufacturing for products needed to decarbonize the economy.,197500,197500,52875,52875,45875,0,45875,0,67166,65166,65166,0,0,0,0,0,97750,97750,2000,0,0,14000,0,183500,183500,14000,0
Y,2023,DOE,Energy Efficiency and Renewable Energy,Energy Efficiency,Industrial Efficiency & Decarbonization Office,Accelerates the innovation and adoption of cost-effective technologies to increase energy efficiency and reduce greenhouse gas (GHG) emissions in the U.S. industrial sector (nonpower sectors).,266500,266500,0,0,266500,0,0,0,66625,0,66625,66625,66625,0,0,0,88824,88824,88824,0,0,0,0,266500,266500,0,0
Y,2023,DOE,Manufacturing and Energy Supply Chains,Manufacturing and Energy Supply Chains,Annual Appropriations,Strengthens and secures manufacturing and energy supply chains needed to modernize the nation’s energy infrastructure and support a clean and equitable energy transition.,19000,19000,6333,6333,6333,0,0,0,6333,6333,6333,0,0,0,0,0,19000,0,0,0,0,0,0,19000,19000,0,0
Y,2023,DOE,State and Community Energy Programs,Community Energy Programs,Community Energy Programs,"Provides federal support and resources to local and tribal governments, public schools, nonprofit organizations, workforce development groups, and other community-serving entities.",12000,12000,3000,3000,3000,0,3000,0,0,4000,4000,4000,0,0,0,0,0,0,12000,0,0,0,0,12000,12000,0,0
Y,2023,DOE,State and Community Energy Programs,Energy Future Grants,Energy Future Grants,"Incentivize state, local, territory and tribal governments in partnership with community organizations, utilities, and academia to incubate novel approaches to clean energy technology deployment, prioritizing investments that meet energy needs at the local level and are inclusive in improving the economic well-being of impoverished and disenfranchised communities, and/or communities that have been marginalized or overburdened.",27000,27000,6750,6750,6750,0,6750,0,0,9000,9000,9000,0,0,0,0,0,0,27000,0,0,0,0,27000,27000,0,0
Y,2023,DOE,State and Community Energy Programs,Program Direction,Program Direction,"Provides for the costs associated with the Federal workforce, including salaries, benefits, travel, training, building occupancy, IT services, security clearance, and other related expenses.",22000,22000,5500,5500,5500,0,5500,0,0,7333,7333,7333,0,0,0,0,0,0,22000,0,0,0,0,22000,22000,0,0
Y,2023,DOE,Fossil Energy and Carbon Management,Carbon Management,Carbon Utilization Program,Provides grants for state and local governments to procure and use products derived from captured carbon oxides.,65250,65250,0,0,65250,0,0,0,0,0,0,0,65250,0,0,0,0,0,65250,0,0,65250,0,0,0,65250,0
Y,2023,DOE,State and Community Energy Programs,Uncategorized IRA Programs,Assistance for Latest Building Energy Code Adoption,Assists States and units of local government to upgrade their residential and commercial building energy codes.,41250,41250,0,0,0,0,41250,0,41250,0,0,0,0,0,0,0,0,0,41250,0,41250,0,0,0,0,41250,0
Y,2023,DOE,State and Community Energy Programs,Uncategorized IRA Programs,Assistance for Zero Energy Code Adoption,Assists States and units of local government to adopt “zero” building energy codes for residential and commercial buildings.,83750,83750,0,0,0,0,83750,0,27917,27917,27917,0,0,0,0,0,0,0,83750,0,83750,0,0,0,0,83750,0
Y,2023,DOE,State and Community Energy Programs,Uncategorized IRA Programs,High-Efficiency Electric Home Rebate Program - Indian Tribes Grants,"Awards grants to Tribal entities to develop and implement a high-efficiency electric home rebate program. An Indian Tribe may use up to 20 percent of the grant amount for planning, administration, or technical assistance. The remaining funds are for rebates for the purchase of high-efficiency electric home appliances.",22500,22500,0,0,0,0,22500,0,11250,0,11250,0,0,0,0,0,0,0,22500,0,22500,0,0,0,0,22500,0
Y,2023,DOE,State and Community Energy Programs,Uncategorized IRA Programs,High-Efficiency Electric Home Rebate Program - State Energy Office Grants,"Awards grants to state energy offices to develop and implement a high-efficiency electric home rebate program. A state energy office may use up to 20 percent of the grant amount for planning, administration, or technical assistance. The remaining funds are for rebates for the purchase of high-efficiency electric home appliances.",427500,427500,0,0,0,0,427500,0,213750,0,213750,0,0,0,0,0,0,0,427500,0,427500,0,0,0,0,427500,0
